row,episode,episode_step_start,episode_step_end,window_index,chunk_index,label,credit_source,policy_subtask,policy_command,relabeled_subtask,relabeled_command,n_suggested,policy_subtask_raw
693,6,1541,1550,49,4,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
694,6,1551,1560,49,5,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
695,6,1561,1570,49,6,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
696,6,1571,1580,49,7,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
697,6,1581,1590,49,8,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
698,6,1591,1600,49,9,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
699,6,1601,1610,49,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
700,6,1611,1620,49,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
701,6,1621,1630,49,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
702,6,1631,1640,49,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
703,6,1641,1650,49,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
704,6,1651,1660,50,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
705,6,1661,1670,50,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
706,6,1671,1680,50,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
707,6,1681,1690,50,3,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
708,6,1691,1700,50,4,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
709,6,1701,1710,50,5,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
710,6,1711,1720,50,6,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
711,6,1721,1730,50,7,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
712,6,1731,1740,50,8,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
713,6,1741,1750,50,9,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
714,6,1751,1760,50,10,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
715,6,1761,1770,50,11,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
716,6,1771,1780,50,12,,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
717,6,1781,1790,50,13,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates normally to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
718,6,1791,1800,50,14,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle accelerates normally to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
719,6,1801,1810,51,0,,,"The vehicle normally follows the route, accelerating to a steady speed.",follow,,,0,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
720,6,1811,1820,51,1,,,"The vehicle follows the route, maintaining its speed with a steady course.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining its speed with a steady course.;<loc1021>"
721,6,1821,1830,51,2,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, maintaining a steady speed and stable course.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
722,6,1831,1840,51,3,GOOD,,"The vehicle follows the route, maintaining a straight course while accelerating normally.",follow,"The vehicle normally follows the route, maintaining a steady speed and stable course.",follow,1,"<loc1022>The vehicle follows the route, maintaining a straight course while accelerating normally.;<loc1021>"
723,6,1841,1850,51,4,,,"The vehicle follows the route, maintaining its speed with steady lane keeping.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining its speed with steady lane keeping.;<loc1021>"
724,6,1851,1860,51,5,,,"The vehicle follows the route, maintaining its speed with a steady course.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining its speed with a steady course.;<loc1021>"
725,6,1861,1870,51,6,,,"The vehicle follows the route, maintaining a steady speed and safe driving style.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe driving style.;<loc1021>"
726,6,1871,1880,51,7,,,"The vehicle follows the route, maintaining its speed with a steady course.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining its speed with a steady course.;<loc1021>"
727,6,1881,1890,51,8,,,"The vehicle smoothly follows the route, maintaining its speed with a steady course.",follow,,,0,"<loc1022>The vehicle smoothly follows the route, maintaining its speed with a steady course.;<loc1021>"
728,6,1891,1900,51,9,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
729,6,1901,1910,51,10,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle normally follows the route, accelerating and maintaining a steady course.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
730,6,1911,1920,51,11,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle follows the route, maintaining its speed and a stable course.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
731,6,1921,1930,51,12,BAD,direct,"The vehicle smoothly follows the route, maintaining its speed and steady lane keeping.",follow,"The vehicle accelerates normally to follow the route, keeping a straight course.",accelerate,1,"<loc1022>The vehicle smoothly follows the route, maintaining its speed and steady lane keeping.;<loc1021>"
732,6,1931,1940,51,13,BAD,direct,"The vehicle normally follows the route, accelerating to a steady speed.",follow,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
733,6,1941,1950,51,14,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates normally to follow the route, maintaining a steady course.",accelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
734,6,1951,1960,52,0,BAD,precursor,"The vehicle follows the route, maintaining a stable speed with smooth control inputs.",follow,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle follows the route, maintaining a stable speed with smooth control inputs.;<loc1021>"
735,6,1961,1970,52,1,BAD,precursor,"The vehicle normally follows the route, accelerating to a steady speed.",follow,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
736,6,1971,1980,52,2,BAD,direct,"The vehicle remains stopped normally, steadily maintaining its position.",stop,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle remains stopped normally, steadily maintaining its position.;<loc1021>"
737,6,1981,1990,52,3,BAD,direct,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
738,6,1991,2000,52,4,BAD,direct,"The vehicle remains stopped normally, steadily maintaining its position.",stop,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle remains stopped normally, steadily maintaining its position.;<loc1021>"
739,6,2001,2010,52,5,,,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
740,6,2011,2020,52,6,,,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,"The vehicle normally follows the route, accelerating smoothly and maintaining a straight course.",follow,1,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
741,6,2021,2030,52,7,,,"The vehicle remains stopped normally, steadily maintaining its position.",stop,"The vehicle smoothly follows the route, accelerating normally and maintaining proper lane alignment.",follow,1,"<loc1022>The vehicle remains stopped normally, steadily maintaining its position.;<loc1021>"
742,6,2031,2040,52,8,GOOD,,"The vehicle normally follows the route, maintaining a stable speed with smooth control inputs.",follow,"The vehicle smoothly follows the route, accelerating normally and maintaining proper lane alignment.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining a stable speed with smooth control inputs.;<loc1021>"
743,6,2041,2050,52,9,GOOD,,"The vehicle normally follows the route, maintaining a stable speed with smooth control inputs.",follow,"The vehicle smoothly follows the route, accelerating normally and maintaining proper lane alignment.",follow,1,"<loc1022>The vehicle normally follows the route, maintaining a stable speed with smooth control inputs.;<loc1021>"
744,6,2051,2060,52,10,GOOD,,"The vehicle smoothly follows the route, gradually reducing speed with steady lane keeping.",follow,"The vehicle smoothly follows the route, accelerating normally and maintaining proper lane alignment.",follow,1,"<loc1022>The vehicle smoothly follows the route, gradually reducing speed with steady lane keeping.;<loc1021>"
745,6,2061,2069,52,11,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle smoothly follows the route, accelerating normally and maintaining proper lane alignment.",follow,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
746,7,1,10,53,0,,,"The vehicle normally follows the route, accelerating to a steady speed.",follow,,,0,"<loc1022>The vehicle normally follows the route, accelerating to a steady speed.;<loc1021>"
747,7,11,20,53,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position behind the maroon car.",stop,"The vehicle safely accelerates, maintaining a steady course.",accelerate,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position behind the maroon car.;<loc1021>"
748,7,21,30,53,2,GOOD,,"The vehicle accelerates normally to follow the maroon car ahead, maintaining a straight course.",accelerate,"The vehicle follows the route, maintaining a steady speed.",follow,1,"<loc1022>The vehicle accelerates normally to follow the maroon car ahead, maintaining a straight course.;<loc1021>"
749,7,31,40,53,3,BAD,precursor,"The vehicle steadily accelerates to follow the maroon SUV ahead, maintaining a straight course.",accelerate,"The vehicle follows the route, maintaining a steady speed with smooth throttle inputs.",follow,1,"<loc1022>The vehicle steadily accelerates to follow the maroon SUV ahead, maintaining a straight course.;<loc1021>"
750,7,41,50,53,4,BAD,direct,The vehicle accelerates normally to follow the maroon car ahead.,accelerate,"The vehicle smoothly decelerates, maintaining a safe distance with gradual speed adjustments.",decelerate,1,<loc1022>The vehicle accelerates normally to follow the maroon car ahead.;<loc1021>
751,7,51,60,53,5,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates smoothly, maintaining a steady speed and course.",accelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
752,7,61,70,53,6,,,The vehicle decelerates smoothly to a stop while maintaining a straight course.,decelerate,,,0,<loc1022>The vehicle decelerates smoothly to a stop while maintaining a straight course.;<loc1021>
753,7,71,80,53,7,,,"The vehicle follows the route, maintaining a steady speed and safe following distance.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance.;<loc1021>"
754,7,81,90,53,8,,,"The vehicle normally follows the route, maintaining its speed and safe following distance.",follow,,,0,"<loc1022>The vehicle normally follows the route, maintaining its speed and safe following distance.;<loc1021>"
755,7,91,100,53,9,GOOD,,"The vehicle follows the route, maintaining its speed and a safe following distance.",follow,The vehicle maintains its lane and stays centered on the route.,maintain,1,"<loc1022>The vehicle follows the route, maintaining its speed and a safe following distance.;<loc1021>"
756,7,101,110,53,10,GOOD,,"The vehicle follows the route, maintaining reduced speed with a steady course.",follow,The vehicle continues to follow the route with steady lane keeping.,follow,1,"<loc1022>The vehicle follows the route, maintaining reduced speed with a steady course.;<loc1021>"
757,7,111,120,53,11,,,"The vehicle maintains its speed and makes a slight adjustment to the left, following the route normally.",maintain,,,0,"<loc1022>The vehicle maintains its speed and makes a slight adjustment to the left, following the route normally.;<loc1021>"
758,7,121,130,53,12,,,"The vehicle follows the route, maintaining a steady speed and safe following distance behind the maroon car.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and safe following distance behind the maroon car.;<loc1021>"
759,7,131,140,53,13,GOOD,,"The vehicle follows the route, maintaining reduced speed and steady lane keeping.",follow,"The vehicle follows the route steadily, maintaining speed.",follow,1,"<loc1022>The vehicle follows the route, maintaining reduced speed and steady lane keeping.;<loc1021>"
760,7,141,150,53,14,GOOD,,"The vehicle follows the route, maintaining reduced speed and steady lane keeping.",follow,"The vehicle continues to follow the route, keeping a steady course.",follow,1,"<loc1022>The vehicle follows the route, maintaining reduced speed and steady lane keeping.;<loc1021>"
761,7,151,160,54,0,,,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,,,0,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
762,7,161,170,54,1,,,"The vehicle follows the route, maintaining its speed and steady lane keeping.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining its speed and steady lane keeping.;<loc1021>"
763,7,171,180,54,2,,,"The vehicle follows the route, maintaining a steady speed and a safe following distance.",follow,,,0,"<loc1022>The vehicle follows the route, maintaining a steady speed and a safe following distance.;<loc1021>"
764,7,181,190,54,3,BAD,precursor,"The vehicle follows the route, maintaining its speed and a safe following distance.",follow,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,1,"<loc1022>The vehicle follows the route, maintaining its speed and a safe following distance.;<loc1021>"
765,7,191,200,54,4,BAD,direct,"The vehicle accelerates normally to follow the route, maintaining a straight course.",accelerate,"The vehicle smoothly follows the route, maintaining a steady pace behind the leading vehicle.",follow,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a straight course.;<loc1021>"
766,7,201,210,54,5,BAD,direct,"The vehicle accelerates normally to follow the route, maintaining a straight course.",accelerate,"The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle accelerates normally to follow the route, maintaining a straight course.;<loc1021>"
767,7,211,220,54,6,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
768,7,221,230,54,7,,,"The vehicle accelerates steadily to follow the route, maintaining a straight course.",accelerate,,,0,"<loc1022>The vehicle accelerates steadily to follow the route, maintaining a straight course.;<loc1021>"
769,7,231,240,54,8,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.",accelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
770,7,241,250,54,9,BAD,precursor,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
771,7,251,260,54,10,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
772,7,261,270,54,11,BAD,direct,"The vehicle maintains a steady speed while following the route, staying behind the front car.",maintain,"The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle maintains a steady speed while following the route, staying behind the front car.;<loc1021>"
773,7,271,280,54,12,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,,,0,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
774,7,281,290,54,13,GOOD,,"The vehicle maintains a steady speed and a safe following distance, following the route.",maintain,"The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle maintains a steady speed and a safe following distance, following the route.;<loc1021>"
775,7,291,300,54,14,GOOD,,"The vehicle accelerates to follow the front car, maintaining a steady course.",accelerate,"The vehicle accelerates steadily to follow the front vehicle, maintaining a straight course.",accelerate,1,"<loc1022>The vehicle accelerates to follow the front car, maintaining a steady course.;<loc1021>"
776,7,301,310,55,0,BAD,precursor,"The vehicle follows the route, maintaining its speed with steady lane keeping.",follow,The vehicle cautiously decelerates and maintains a straight course.,decelerate,1,"<loc1022>The vehicle follows the route, maintaining its speed with steady lane keeping.;<loc1021>"
777,7,311,320,55,1,BAD,precursor,"The vehicle follows the route, maintaining its speed with a steady course.",follow,The vehicle smoothly decelerates to a stop while maintaining a straight course.,decelerate,1,"<loc1022>The vehicle follows the route, maintaining its speed with a steady course.;<loc1021>"
778,7,321,330,55,2,BAD,direct,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
779,7,331,340,55,3,,,The vehicle accelerates smoothly and maintains its lane to follow the route.,accelerate,,,0,<loc1022>The vehicle accelerates smoothly and maintains its lane to follow the route.;<loc1021>
780,7,341,350,55,4,,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,,,0,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
781,7,351,360,55,5,GOOD,,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,The vehicle steadily decelerates to a stop while maintaining a straight course.,decelerate,1,<loc1022>The vehicle steadily decelerates to a stop while maintaining a straight course.;<loc1021>
782,7,361,370,55,6,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
783,7,371,380,55,7,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
784,7,381,390,55,8,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
785,7,391,400,55,9,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
786,7,401,410,55,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
787,7,411,420,55,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
788,7,421,430,55,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
789,7,431,440,55,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
790,7,441,450,55,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
791,7,451,460,56,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
792,7,461,470,56,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
793,7,471,480,56,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
794,7,481,490,56,3,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
795,7,491,500,56,4,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
796,7,501,510,56,5,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
797,7,511,520,56,6,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
798,7,521,530,56,7,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
799,7,531,540,56,8,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
800,7,541,550,56,9,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
801,7,551,560,56,10,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
802,7,561,570,56,11,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
803,7,571,580,56,12,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
804,7,581,590,56,13,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
805,7,591,600,56,14,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
806,7,601,610,57,0,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remained stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
807,7,611,620,57,1,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remained stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
808,7,621,630,57,2,GOOD,,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remained stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
809,7,631,640,57,3,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
810,7,641,650,57,4,,,"The vehicle remains stopped, steadily maintaining its position.",stop,,,0,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
811,7,651,660,57,5,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remained stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
812,7,661,670,57,6,BAD,precursor,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remained stopped, steadily maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
813,7,671,680,57,7,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
814,7,681,690,57,8,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
815,7,691,700,57,9,BAD,direct,"The vehicle remains stopped, steadily maintaining its position.",stop,"The vehicle remains stopped normally, maintaining its position.",stop,1,"<loc1022>The vehicle remains stopped, steadily maintaining its position.;<loc1021>"
